ImageNumber,ExpectedValue,InOptions,OptionPosition
45648,2,OUI,0
45649,8,NON,-1
45650,1,OUI,5
45651,1,OUI,6
45652,7,NON,-1
45653,8,NON,-1
45654,9,NON,-1
45655,3,NON,-1
45656,3,NON,-1
45657,7,NON,-1
45658,3,NON,-1
45659,1,OUI,6
45660,8,NON,-1
45661,2,NON,-1
45662,2,NON,-1
45663,7,OUI,12
45664,6,NON,-1
45665,1,OUI,9
45666,1,OUI,16
45667,5,NON,-1
45668,6,NON,-1
45669,0,OUI,13
45670,4,OUI,3
45671,9,NON,-1
45672,2,OUI,0
45673,8,OUI,1
45674,4,OUI,2
45675,3,OUI,0
45676,0,NON,-1
45677,1,NON,-1
45678,8,NON,-1
45679,8,OUI,1
45680,7,NON,-1
45681,4,OUI,1
45682,0,OUI,1
45683,1,OUI,7
45684,8,NON,-1
45685,4,OUI,1
45686,6,NON,-1
45687,3,OUI,14
45688,9,NON,-1
45689,9,OUI,3
45690,1,OUI,7
45691,7,OUI,0
45692,8,NON,-1
45693,1,OUI,6
45694,9,NON,-1
45695,0,NON,-1
45696,3,NON,-1
45697,7,NON,-1
45698,2,NON,-1
45699,3,NON,-1
45700,9,NON,-1
45701,0,NON,-1
45702,6,NON,-1
45703,1,OUI,4
45704,3,OUI,0
45705,2,OUI,0
45706,8,NON,-1
45707,3,NON,-1
45708,9,OUI,1
45709,4,OUI,15
45710,8,NON,-1
45711,5,NON,-1
45712,3,OUI,1
45713,6,NON,-1
45714,2,OUI,13
45715,7,NON,-1
45716,5,OUI,2
45717,8,OUI,4
45718,4,NON,-1
45719,9,NON,-1
45720,7,NON,-1
45721,0,NON,-1
45722,0,OUI,0
45723,1,NON,-1
45724,4,NON,-1
45725,2,OUI,1
45726,5,OUI,20
45727,3,NON,-1
45728,0,NON,-1
45729,4,OUI,27
45730,1,OUI,4
45731,5,NON,-1
45732,3,OUI,18
45733,6,NON,-1
45734,3,OUI,23
45735,7,NON,-1
45736,3,NON,-1
45737,8,OUI,2
45738,8,OUI,0
45739,9,OUI,0
45740,4,OUI,0
45741,0,NON,-1
45742,6,OUI,36
45743,1,NON,-1
45744,7,NON,-1
45745,2,OUI,6
45746,8,NON,-1
45747,3,OUI,0
45748,0,NON,-1
45749,4,NON,-1
45750,6,NON,-1
45751,4,NON,-1
45752,4,OUI,0
45753,5,OUI,2
45754,1,NON,-1
45755,6,OUI,2
45756,9,NON,-1
45757,6,NON,-1
45758,3,NON,-1
45759,3,OUI,5
45760,0,NON,-1
45761,4,NON,-1
45762,9,NON,-1
45763,2,NON,-1
45764,3,OUI,0
45765,8,NON,-1
45766,0,NON,-1
45767,1,NON,-1
45768,1,NON,-1
45769,0,OUI,25
45770,5,NON,-1
45771,6,NON,-1
45772,8,OUI,0
45773,4,OUI,1
45774,3,OUI,3
45775,9,NON,-1
45776,7,NON,-1
45777,7,OUI,16
45778,4,NON,-1
45779,2,NON,-1
45780,5,NON,-1
45781,3,NON,-1
45782,1,NON,-1
45783,3,OUI,0
45784,9,OUI,0
45785,9,OUI,0
45786,3,NON,-1
45787,9,NON,-1
45788,4,OUI,10
45789,3,OUI,1
45790,1,NON,-1
45791,3,OUI,13
45792,2,OUI,1
45793,9,OUI,3
45794,4,OUI,23
45795,1,NON,-1
45796,3,OUI,0
45797,5,NON,-1
45798,8,NON,-1
45799,2,NON,-1
45800,9,NON,-1
45801,3,NON,-1
45802,8,OUI,5
45803,1,OUI,0
45804,7,NON,-1
45805,6,NON,-1
45806,7,OUI,2
45807,7,OUI,5
45808,5,OUI,7
45809,3,OUI,23
45810,9,NON,-1
45811,7,OUI,0
45812,0,NON,-1
45813,8,OUI,0
45814,3,NON,-1
45815,4,OUI,0
45816,1,OUI,6
45817,0,NON,-1
45818,2,OUI,1
45819,2,NON,-1
45820,1,NON,-1
45821,4,OUI,0
45822,3,NON,-1
45823,0,OUI,4
45824,9,NON,-1
45825,2,NON,-1
45826,5,NON,-1
45827,4,OUI,1
45828,9,NON,-1
45829,7,NON,-1
45830,0,NON,-1
45831,8,NON,-1
45832,2,NON,-1
45833,0,NON,-1
45834,4,OUI,0
45835,7,OUI,0
45836,3,NON,-1
45837,0,NON,-1
45838,2,OUI,32
45839,6,OUI,1
45840,0,OUI,2
45841,9,NON,-1
45842,8,NON,-1
45843,3,OUI,0
45844,7,NON,-1
45845,2,NON,-1
45846,6,NON,-1
45847,4,OUI,8
45848,3,NON,-1
45849,8,NON,-1
45850,3,NON,-1
45851,6,NON,-1
45852,2,OUI,5
45853,0,NON,-1
45854,3,OUI,1
45855,1,NON,-1
45856,6,OUI,1
45857,0,OUI,4
45858,1,NON,-1
45859,8,NON,-1
45860,4,NON,-1
45861,1,NON,-1
45862,3,OUI,33
45863,6,OUI,12
45864,9,NON,-1
45865,7,OUI,3
45866,8,OUI,1
45867,2,NON,-1
45868,2,NON,-1
45869,9,NON,-1
45870,5,OUI,11
45871,7,NON,-1
45872,5,NON,-1
45873,9,NON,-1
45874,8,NON,-1
45875,5,NON,-1
45876,4,OUI,1
45877,8,NON,-1
45878,3,OUI,19
45879,9,NON,-1
45880,2,OUI,4
45881,6,NON,-1
45882,8,NON,-1
45883,5,OUI,2
45884,8,OUI,0
45885,2,NON,-1
45886,5,OUI,0
45887,6,NON,-1
45888,9,NON,-1
45889,2,NON,-1
45890,5,NON,-1
45891,8,NON,-1
45892,9,OUI,1
45893,1,OUI,2
45894,5,OUI,0
45895,7,OUI,0
45896,8,OUI,0
45897,5,NON,-1
45898,8,NON,-1
45899,5,NON,-1
45900,1,OUI,7
45901,7,OUI,1
45902,3,OUI,11
45903,3,OUI,0
45904,2,NON,-1
45905,0,OUI,4
45906,2,OUI,2
45907,1,OUI,4
45908,0,OUI,11
45909,1,NON,-1
45910,6,NON,-1
45911,3,OUI,0
45912,4,NON,-1
45913,8,OUI,1
45914,6,NON,-1
45915,4,OUI,0
45916,4,OUI,0
45917,9,NON,-1
45918,8,OUI,0
45919,5,OUI,0
45920,2,NON,-1
45921,1,OUI,4
45922,9,NON,-1
45923,8,OUI,4
45924,5,OUI,1
45925,9,OUI,4
45926,1,OUI,7
45927,1,NON,-1
45928,4,NON,-1
45929,2,NON,-1
45930,7,OUI,22
45931,1,NON,-1
45932,2,OUI,4
45933,5,OUI,2
45934,6,OUI,2
45935,6,OUI,11
45936,4,OUI,0
45937,7,NON,-1
45938,8,OUI,0
45939,0,NON,-1
45940,3,OUI,0
45941,1,NON,-1
45942,0,NON,-1
45943,2,OUI,0
45944,9,NON,-1
45945,3,NON,-1
45946,3,NON,-1
45947,5,NON,-1
45948,8,OUI,1
45949,6,NON,-1
45950,4,OUI,1
45951,7,OUI,0
45952,0,OUI,0
45953,0,NON,-1
45954,8,NON,-1
45955,1,OUI,4
45956,8,NON,-1
45957,2,OUI,13
45958,2,NON,-1
45959,3,NON,-1
45960,0,OUI,1
45961,1,NON,-1
45962,1,OUI,8
45963,5,NON,-1
45964,2,NON,-1
45965,6,NON,-1
45966,0,NON,-1
45967,7,OUI,0
45968,8,NON,-1
45969,9,NON,-1
45970,3,OUI,0
45971,8,NON,-1
45972,2,OUI,7
45973,7,NON,-1
45974,1,OUI,12
45975,0,NON,-1
45976,8,OUI,4
45977,2,OUI,1
45978,7,OUI,1
45979,3,OUI,3
45980,9,NON,-1
45981,4,OUI,0
45982,4,NON,-1
45983,3,NON,-1
45984,6,OUI,1
45985,8,NON,-1
45986,6,NON,-1
45987,5,NON,-1
45988,8,OUI,4
45989,1,NON,-1
45990,3,OUI,0
45991,5,OUI,6
45992,7,NON,-1
45993,2,OUI,3
45994,1,OUI,10
45995,3,NON,-1
45996,1,OUI,3
45997,0,OUI,7
45998,2,OUI,33
45999,1,NON,-1
46000,9,NON,-1
46001,2,NON,-1
46002,2,NON,-1
46003,6,NON,-1
46004,4,OUI,3
46005,3,OUI,0
46006,1,OUI,8
46007,0,NON,-1
46008,9,NON,-1
46009,7,OUI,0
46010,0,OUI,3
46011,2,NON,-1
46012,1,OUI,15
46013,6,NON,-1
46014,0,NON,-1
46015,1,OUI,9
46016,7,OUI,3
46017,0,NON,-1
46018,8,NON,-1
46019,5,NON,-1
46020,9,NON,-1
46021,9,NON,-1
46022,4,OUI,0
46023,9,NON,-1
46024,6,NON,-1
46025,8,NON,-1
46026,1,OUI,7
46027,3,NON,-1
46028,2,NON,-1
46029,1,NON,-1
46030,9,NON,-1
46031,7,NON,-1
46032,9,NON,-1
46033,4,OUI,1
46034,8,NON,-1
46035,7,NON,-1
46036,2,NON,-1
46037,4,OUI,20
46038,4,NON,-1
46039,0,OUI,3
46040,1,OUI,4
46041,0,NON,-1
46042,7,OUI,3
46043,6,NON,-1
46044,2,OUI,0
46045,6,NON,-1
46046,1,NON,-1
46047,2,NON,-1
46048,7,NON,-1
46049,6,NON,-1
46050,2,OUI,1
46051,3,NON,-1
46052,4,OUI,14
46053,7,NON,-1
46054,0,OUI,15
46055,7,NON,-1
46056,2,NON,-1
46057,4,OUI,0
46058,1,OUI,0
46059,4,OUI,1
46060,5,NON,-1
46061,3,NON,-1
46062,3,NON,-1
46063,8,NON,-1
46064,9,NON,-1
46065,9,OUI,2
46066,9,NON,-1
46067,6,NON,-1
46068,3,OUI,9
46069,0,NON,-1
46070,3,OUI,0
46071,9,NON,-1
46072,3,NON,-1
46073,5,NON,-1
46074,6,NON,-1
46075,3,NON,-1
46076,7,NON,-1
46077,1,OUI,11
46078,7,NON,-1
46079,3,NON,-1
46080,8,NON,-1
46081,7,OUI,0
46082,2,OUI,0
46083,2,NON,-1
46084,7,OUI,0
46085,1,OUI,5
46086,5,OUI,24
46087,9,NON,-1
46088,6,NON,-1
46089,1,OUI,3
46090,0,NON,-1
46091,5,NON,-1
46092,2,OUI,0
46093,1,NON,-1
46094,2,OUI,0
46095,7,OUI,0
46096,6,OUI,0
46097,4,OUI,18
46098,3,OUI,18
46099,8,NON,-1
46100,9,NON,-1
46101,6,NON,-1
46102,5,NON,-1
46103,1,OUI,3
46104,4,OUI,8
46105,2,NON,-1
46106,7,OUI,0
46107,1,NON,-1
46108,5,NON,-1
46109,6,NON,-1
46110,8,NON,-1
46111,0,OUI,14
46112,4,NON,-1
46113,1,OUI,5
46114,0,OUI,10
46115,2,OUI,28
46116,2,OUI,12
46117,3,OUI,1
46118,8,OUI,7
46119,7,OUI,13
46120,6,NON,-1
46121,8,NON,-1
46122,2,NON,-1
46123,9,NON,-1
46124,4,OUI,22
46125,0,OUI,2
46126,3,OUI,0
46127,1,OUI,0
46128,4,NON,-1
46129,2,OUI,0
46130,3,NON,-1
46131,6,NON,-1
46132,7,NON,-1
46133,7,OUI,0
46134,3,OUI,1
46135,8,NON,-1
46136,3,OUI,0
46137,9,OUI,6
46138,3,OUI,31
46139,0,OUI,24
46140,4,OUI,1
46141,1,OUI,0
46142,1,NON,-1
46143,2,OUI,20
46144,0,OUI,0
46145,3,NON,-1
46146,9,NON,-1
46147,7,NON,-1
46148,9,NON,-1
46149,5,OUI,4
46150,4,NON,-1
46151,7,OUI,0
46152,5,OUI,22
46153,7,OUI,0
46154,8,NON,-1
46155,7,OUI,0
46156,7,OUI,0
46157,3,OUI,0
46158,1,OUI,3
46159,1,OUI,3
46160,7,NON,-1
46161,9,NON,-1
46162,2,OUI,0
46163,2,NON,-1
46164,4,OUI,2
46165,1,OUI,3
46166,0,OUI,27
46167,6,NON,-1
46168,9,NON,-1
46169,5,NON,-1
46170,6,NON,-1
46171,7,NON,-1
46172,4,NON,-1
46173,1,OUI,23
46174,7,NON,-1
46175,8,NON,-1
46176,9,NON,-1
46177,6,NON,-1
46178,1,NON,-1
46179,9,NON,-1
46180,5,OUI,0
46181,1,OUI,3
46182,3,NON,-1
46183,0,OUI,2
46184,3,OUI,1
46185,1,OUI,3
46186,6,NON,-1
46187,3,OUI,0
46188,5,OUI,4
46189,6,NON,-1
46190,7,NON,-1
46191,8,NON,-1
46192,0,NON,-1
46193,9,NON,-1
46194,4,NON,-1
46195,5,NON,-1
46196,1,OUI,6
46197,2,NON,-1
46198,6,NON,-1
46199,1,OUI,2
46200,8,OUI,3
46201,7,NON,-1
46202,7,NON,-1
46203,5,NON,-1
46204,1,NON,-1
46205,6,NON,-1
46206,9,NON,-1
46207,6,NON,-1
46208,3,OUI,19
46209,6,NON,-1
46210,1,NON,-1
46211,3,OUI,0
46212,2,OUI,0
46213,1,OUI,1
46214,2,NON,-1
46215,7,OUI,7
46216,8,NON,-1
46217,2,OUI,2
46218,6,NON,-1
46219,2,OUI,29
46220,4,NON,-1
46221,3,OUI,0
46222,8,NON,-1
46223,8,NON,-1
46224,2,OUI,13
46225,1,OUI,3
46226,8,NON,-1
46227,0,OUI,2
46228,3,OUI,0
46229,6,NON,-1
46230,4,NON,-1
46231,8,NON,-1
46232,4,NON,-1
46233,8,NON,-1
46234,4,OUI,1
46235,0,NON,-1
46236,1,NON,-1
46237,8,NON,-1
46238,9,NON,-1
46239,2,OUI,0
46240,1,NON,-1
46241,3,NON,-1
46242,3,NON,-1
46243,9,NON,-1
46244,5,NON,-1
46245,4,OUI,0
46246,3,OUI,3
46247,3,OUI,4
46248,7,NON,-1
46249,7,OUI,0
46250,2,NON,-1
46251,1,OUI,1
46252,8,NON,-1
46253,7,NON,-1
46254,1,OUI,0
46255,9,NON,-1
46256,1,NON,-1
46257,4,NON,-1
46258,8,OUI,1
46259,2,NON,-1
46260,7,NON,-1
46261,9,NON,-1
46262,2,OUI,3
46263,9,OUI,3
46264,7,NON,-1
46265,7,OUI,0
46266,2,OUI,10
46267,1,OUI,2
46268,1,NON,-1
46269,3,NON,-1
46270,8,NON,-1
46271,9,NON,-1
46272,6,NON,-1
46273,0,OUI,3
46274,7,OUI,2
46275,1,NON,-1
46276,1,NON,-1
46277,2,NON,-1
46278,7,OUI,0
46279,3,NON,-1
46280,3,OUI,24
46281,4,OUI,0
46282,9,NON,-1
46283,7,NON,-1
46284,9,NON,-1
46285,8,OUI,6
46286,2,NON,-1
46287,9,NON,-1
46288,2,NON,-1
46289,0,NON,-1
46290,5,OUI,24
46291,1,NON,-1
46292,0,NON,-1
46293,2,OUI,0
46294,0,NON,-1
46295,3,OUI,0
46296,3,OUI,3
46297,7,NON,-1
46298,9,NON,-1
46299,8,NON,-1
46300,5,NON,-1
46301,9,NON,-1
46302,1,NON,-1
46303,0,OUI,22
46304,1,OUI,8
46305,4,OUI,0
46306,3,OUI,1
46307,5,NON,-1
46308,9,NON,-1
46309,6,NON,-1
46310,6,OUI,0
46311,7,NON,-1
46312,5,NON,-1
46313,8,NON,-1
46314,4,OUI,0
46315,9,NON,-1
46316,9,NON,-1
46317,2,NON,-1
46318,9,NON,-1
46319,2,NON,-1
46320,8,OUI,3
46321,7,NON,-1
46322,5,NON,-1
46323,6,NON,-1
46324,4,NON,-1
46325,4,OUI,13
46326,1,NON,-1
46327,7,NON,-1
46328,0,OUI,3
46329,3,NON,-1
46330,8,NON,-1
46331,5,NON,-1
46332,0,NON,-1
46333,4,OUI,7
46334,1,OUI,4
46335,1,NON,-1
46336,9,NON,-1
46337,8,NON,-1
46338,8,NON,-1
46339,0,NON,-1
46340,7,OUI,3
46341,7,NON,-1
46342,1,OUI,3
46343,2,NON,-1
46344,0,OUI,8
46345,2,NON,-1
46346,8,NON,-1
46347,1,NON,-1
46348,8,NON,-1
46349,7,OUI,2
46350,3,OUI,2
46351,7,NON,-1
46352,4,NON,-1
46353,9,NON,-1
46354,3,NON,-1
46355,9,NON,-1
46356,7,OUI,0
46357,4,OUI,0
46358,5,NON,-1
46359,6,NON,-1
46360,1,NON,-1
46361,7,NON,-1
46362,9,NON,-1
46363,7,NON,-1
46364,2,OUI,1
46365,5,OUI,4
46366,5,OUI,5
46367,4,OUI,1
46368,8,NON,-1
46369,5,NON,-1
46370,3,NON,-1
46371,0,NON,-1
46372,1,OUI,18
46373,9,OUI,2
46374,4,NON,-1
46375,0,NON,-1
46376,7,NON,-1
46377,2,NON,-1
46378,5,OUI,0
46379,3,NON,-1
46380,8,OUI,1
46381,5,NON,-1
46382,6,OUI,0
46383,6,OUI,1
46384,4,OUI,4
46385,1,NON,-1
46386,2,OUI,20
46387,8,NON,-1
46388,4,NON,-1
46389,6,OUI,4
46390,6,NON,-1
46391,0,NON,-1
46392,6,NON,-1
46393,6,NON,-1
46394,2,NON,-1
46395,8,NON,-1
46396,8,OUI,0
46397,8,NON,-1
46398,0,OUI,9
46399,8,NON,-1
46400,2,NON,-1
46401,4,OUI,0
46402,4,OUI,1
46403,3,NON,-1
46404,7,OUI,3
46405,8,NON,-1
46406,3,NON,-1
46407,1,NON,-1
46408,2,NON,-1
46409,3,OUI,0
46410,0,NON,-1
46411,6,NON,-1
46412,0,NON,-1
46413,9,OUI,3
46414,2,OUI,0
46415,4,OUI,2
46416,1,OUI,3
46417,1,NON,-1
46418,5,OUI,2
46419,7,NON,-1
46420,6,NON,-1
46421,6,OUI,0
46422,7,NON,-1
46423,9,OUI,3
46424,3,OUI,0
46425,3,NON,-1
46426,7,OUI,34
46427,3,NON,-1
46428,8,NON,-1
46429,7,OUI,0
46430,0,NON,-1
46431,4,OUI,11
46432,6,NON,-1
46433,1,NON,-1
46434,1,OUI,4
46435,9,NON,-1
46436,0,NON,-1
46437,1,NON,-1
46438,0,OUI,29
46439,0,NON,-1
46440,6,NON,-1
46441,6,OUI,3
46442,3,NON,-1
46443,0,OUI,2
46444,9,NON,-1
46445,1,OUI,5
46446,0,OUI,1
46447,2,OUI,0
46448,5,NON,-1
46449,3,OUI,0
46450,8,OUI,4
46451,4,NON,-1
46452,1,NON,-1
46453,5,OUI,11
46454,3,NON,-1
46455,6,NON,-1
46456,4,NON,-1
46457,7,NON,-1
46458,5,OUI,9
46459,0,NON,-1
46460,4,OUI,26
46461,1,OUI,5
46462,7,OUI,0
46463,2,NON,-1
46464,2,NON,-1
46465,3,NON,-1
46466,7,NON,-1
46467,4,NON,-1
46468,1,OUI,13
46469,5,OUI,2
46470,1,OUI,4
46471,6,NON,-1
46472,4,NON,-1
46473,7,NON,-1
46474,9,NON,-1
46475,8,NON,-1
46476,5,NON,-1
46477,9,NON,-1
46478,8,NON,-1
46479,0,OUI,2
46480,3,OUI,0
46481,1,OUI,4
46482,6,NON,-1
46483,2,NON,-1
46484,0,NON,-1
46485,3,OUI,0
46486,2,NON,-1
46487,4,NON,-1
46488,0,OUI,2
46489,5,OUI,1
46490,9,NON,-1
46491,6,NON,-1
46492,9,NON,-1
46493,7,OUI,9
46494,0,NON,-1
46495,8,NON,-1
46496,1,NON,-1
46497,9,NON,-1
46498,4,NON,-1
46499,1,OUI,6
46500,3,OUI,24
46501,7,OUI,1
46502,8,NON,-1
46503,4,NON,-1
46504,8,NON,-1
46505,8,OUI,0
46506,3,NON,-1
46507,1,OUI,2
46508,8,NON,-1
46509,5,OUI,20
46510,2,OUI,1
46511,6,NON,-1
46512,1,OUI,3
46513,5,OUI,3
46514,7,NON,-1
46515,7,OUI,0
46516,0,NON,-1
46517,2,NON,-1
46518,1,OUI,2
46519,8,NON,-1
46520,1,OUI,5
46521,6,NON,-1
46522,5,OUI,0
46523,3,OUI,0
46524,6,NON,-1
46525,3,NON,-1
46526,6,OUI,1
46527,8,NON,-1
46528,8,OUI,1
46529,6,NON,-1
46530,4,OUI,14
46531,5,OUI,19
46532,3,NON,-1
46533,4,NON,-1
46534,3,OUI,17
46535,0,OUI,0
46536,6,OUI,0
46537,9,NON,-1
46538,6,OUI,1
46539,1,NON,-1
46540,2,OUI,9
46541,7,NON,-1
46542,1,OUI,5
46543,2,OUI,32
46544,5,OUI,0
46545,9,NON,-1
46546,2,OUI,10
46547,1,OUI,9
46548,3,OUI,2
46549,3,OUI,0
46550,4,OUI,10
46551,2,OUI,0
46552,1,OUI,4
46553,2,NON,-1
46554,5,OUI,17
46555,3,OUI,0
46556,2,OUI,1
46557,0,OUI,8
46558,6,OUI,1
46559,6,NON,-1
46560,0,OUI,13
46561,4,NON,-1
46562,0,NON,-1
46563,3,NON,-1
46564,4,NON,-1
46565,7,NON,-1
46566,3,NON,-1
46567,6,NON,-1
46568,4,OUI,0
46569,9,NON,-1
46570,3,OUI,0
46571,0,OUI,0
46572,9,NON,-1
46573,8,OUI,0
46574,2,OUI,4
46575,1,OUI,8
46576,5,OUI,14
46577,4,OUI,1
46578,9,NON,-1
46579,0,OUI,0
46580,6,NON,-1
46581,6,NON,-1
46582,0,NON,-1
46583,1,OUI,5
46584,8,NON,-1
46585,2,NON,-1
46586,2,OUI,0
46587,6,NON,-1
46588,3,OUI,11
46589,9,NON,-1
46590,6,NON,-1
46591,2,OUI,3
46592,3,NON,-1
46593,2,OUI,1
46594,6,OUI,13
46595,3,OUI,0
46596,0,NON,-1
46597,5,OUI,2
46598,1,OUI,6
46599,5,OUI,21
46600,3,NON,-1
46601,1,OUI,6
46602,9,NON,-1
46603,0,OUI,1
46604,0,NON,-1
46605,7,NON,-1
46606,2,NON,-1
46607,7,NON,-1
46608,5,NON,-1
46609,9,NON,-1
46610,5,NON,-1
46611,6,NON,-1
46612,5,NON,-1
46613,4,NON,-1
46614,8,OUI,3
46615,7,OUI,2
46616,8,OUI,0
46617,0,OUI,1
46618,7,NON,-1
46619,2,OUI,0
46620,2,NON,-1
46621,3,OUI,31
46622,4,OUI,0
46623,4,OUI,1
46624,4,NON,-1
46625,0,NON,-1
46626,6,NON,-1
46627,0,OUI,14
46628,0,OUI,2
46629,8,NON,-1
46630,7,NON,-1
46631,8,OUI,0
46632,6,OUI,22
46633,8,NON,-1
46634,3,OUI,0
46635,5,NON,-1
46636,7,OUI,0
46637,1,OUI,9
46638,7,NON,-1
46639,3,NON,-1
46640,5,NON,-1
46641,7,NON,-1
46642,7,NON,-1
46643,4,OUI,3
46644,4,OUI,0
46645,9,NON,-1
46646,6,OUI,3
46647,8,OUI,39
46648,7,OUI,0
46649,8,NON,-1
46650,8,OUI,6
46651,9,NON,-1
46652,3,NON,-1
46653,0,NON,-1
46654,0,OUI,0
46655,9,NON,-1
46656,2,OUI,1
46657,8,OUI,0
46658,8,NON,-1
46659,9,NON,-1
46660,9,NON,-1
46661,0,OUI,0
46662,9,NON,-1
46663,2,NON,-1
46664,1,OUI,6
46665,6,NON,-1
46666,3,NON,-1
46667,5,OUI,31
46668,4,OUI,8
46669,6,NON,-1
46670,6,OUI,8
46671,7,NON,-1
46672,7,OUI,0
46673,7,NON,-1
46674,3,OUI,1
46675,5,NON,-1
46676,6,NON,-1
46677,4,OUI,2
46678,2,OUI,0
46679,1,OUI,7
46680,0,NON,-1
46681,3,NON,-1
46682,6,OUI,3
46683,0,OUI,17
46684,6,OUI,0
46685,1,OUI,3
46686,7,NON,-1
46687,2,NON,-1
46688,7,OUI,0
46689,3,NON,-1
46690,2,OUI,2
46691,4,OUI,0
46692,3,NON,-1
46693,5,NON,-1
46694,2,NON,-1
46695,6,NON,-1
46696,1,OUI,2
46697,7,OUI,0
46698,9,OUI,0
46699,8,NON,-1
46700,5,NON,-1
46701,9,NON,-1
46702,3,OUI,2
46703,0,NON,-1
46704,6,NON,-1
46705,1,OUI,4
46706,9,NON,-1
46707,2,NON,-1
46708,2,OUI,27
46709,3,OUI,2
46710,2,OUI,17
46711,4,NON,-1
46712,4,OUI,0
46713,5,OUI,1
46714,9,NON,-1
46715,6,NON,-1
46716,4,NON,-1
46717,7,OUI,0
46718,1,OUI,10
46719,8,NON,-1
46720,5,NON,-1
46721,9,NON,-1
46722,1,OUI,2
46723,0,NON,-1
46724,7,NON,-1
46725,1,OUI,15
46726,0,NON,-1
46727,2,NON,-1
46728,4,NON,-1
46729,3,NON,-1
46730,8,NON,-1
46731,4,NON,-1
46732,6,NON,-1
46733,5,NON,-1
46734,4,OUI,22
46735,6,NON,-1
46736,3,OUI,16
46737,7,OUI,0
46738,8,NON,-1
46739,8,NON,-1
46740,0,OUI,2
46741,9,NON,-1
46742,9,NON,-1
46743,3,NON,-1
46744,7,NON,-1
46745,4,OUI,0
46746,0,NON,-1
46747,1,OUI,5
46748,0,OUI,0
46749,4,OUI,38
46750,6,NON,-1
46751,0,OUI,2
46752,7,NON,-1
46753,8,NON,-1
46754,4,OUI,0
46755,6,NON,-1
46756,8,OUI,3
46757,4,OUI,0
46758,8,NON,-1
46759,5,NON,-1
46760,2,NON,-1
46761,4,NON,-1
46762,9,OUI,4
46763,0,NON,-1
46764,8,NON,-1
46765,7,OUI,0
46766,4,NON,-1
46767,8,OUI,7
46768,5,OUI,14
46769,7,OUI,0
46770,7,OUI,7
46771,7,NON,-1
46772,0,NON,-1
46773,9,OUI,2
46774,5,OUI,0
46775,0,OUI,0
46776,8,NON,-1
46777,4,NON,-1
46778,9,NON,-1
46779,7,OUI,0
46780,1,NON,-1
46781,4,NON,-1
46782,1,OUI,2
46783,2,NON,-1
46784,9,NON,-1
46785,0,OUI,0
46786,4,NON,-1
46787,5,NON,-1
46788,6,NON,-1
46789,8,NON,-1
46790,4,OUI,2
46791,8,OUI,0
46792,1,OUI,7
46793,8,OUI,2
46794,8,NON,-1
46795,4,OUI,0
46796,0,OUI,3
46797,0,OUI,12
46798,4,OUI,35
46799,7,OUI,0
46800,9,NON,-1
46801,1,OUI,1
46802,9,NON,-1
46803,3,NON,-1
46804,6,NON,-1
46805,5,OUI,1
46806,4,OUI,0
46807,3,NON,-1
46808,5,NON,-1
46809,1,OUI,2
46810,0,NON,-1
46811,6,NON,-1
46812,0,NON,-1
46813,5,NON,-1
46814,9,NON,-1
46815,3,OUI,1
46816,8,NON,-1
46817,8,NON,-1
46818,0,OUI,3
46819,7,OUI,0
46820,7,NON,-1
46821,3,NON,-1
46822,0,OUI,0
46823,1,OUI,1
46824,5,OUI,1
46825,6,NON,-1
46826,0,NON,-1
46827,8,NON,-1
46828,9,NON,-1
46829,5,OUI,1
46830,2,OUI,1
46831,9,NON,-1
46832,7,OUI,2
46833,2,NON,-1
46834,3,OUI,3
46835,2,NON,-1
46836,7,OUI,8
46837,0,NON,-1
46838,3,OUI,0
46839,9,OUI,1
46840,1,NON,-1
46841,2,NON,-1
46842,1,NON,-1
46843,4,OUI,0
46844,6,OUI,1
46845,6,NON,-1
46846,4,OUI,2
46847,5,OUI,6
46848,3,OUI,1
46849,2,NON,-1
46850,1,OUI,9
46851,7,OUI,0
46852,4,NON,-1
46853,3,OUI,16
46854,3,NON,-1
46855,1,OUI,2
46856,3,NON,-1
46857,3,NON,-1
46858,7,NON,-1
46859,6,NON,-1
46860,0,OUI,6
46861,6,NON,-1
46862,5,OUI,8
46863,2,NON,-1
46864,8,NON,-1
46865,1,NON,-1
46866,9,NON,-1
46867,2,OUI,7
46868,0,OUI,3
46869,6,NON,-1
46870,9,NON,-1
46871,0,NON,-1
46872,8,NON,-1
46873,7,OUI,0
46874,7,OUI,7
46875,7,NON,-1
46876,8,NON,-1
46877,4,NON,-1
46878,5,NON,-1
46879,7,OUI,0
46880,1,NON,-1
46881,4,OUI,8
46882,3,OUI,1
46883,8,OUI,4
46884,4,OUI,0
46885,9,OUI,1
46886,4,OUI,12
46887,2,NON,-1
46888,7,NON,-1
46889,9,OUI,0
46890,5,OUI,2
46891,5,OUI,4
46892,0,NON,-1
46893,1,NON,-1
46894,4,OUI,0
46895,5,NON,-1
46896,0,OUI,10
46897,8,NON,-1
46898,6,OUI,9
46899,3,OUI,0
46900,3,OUI,17
46901,5,OUI,0
46902,3,OUI,0
46903,6,NON,-1
46904,8,NON,-1
46905,0,OUI,9
46906,7,NON,-1
46907,9,OUI,1
46908,3,NON,-1
46909,9,OUI,1
46910,2,OUI,13
46911,3,NON,-1
46912,2,OUI,0
46913,1,OUI,8
46914,5,OUI,19
46915,1,OUI,6
46916,1,OUI,9
46917,0,NON,-1
